;name;description;referrals;properties;history
553;Nail;A gruff alien woman, Nail is Jyn Erso’s cellmate in Wobani’s grim LEG-817 labor camp. The other prisoners have given her the derisive nickname “Kennel” for the parasites infesting her filthy jacket. Nail is with Jyn aboard a repurposed turbo tank when rebel forces raid Wobani to free Jyn.;;{'Appearances': ['Rogue One: A Star Wars Story'], 'Locations': ['Wobani'], 'Gender': ['Female']};
554;Nala Se;As Kamino’s chief medical scientist, Nala Se played a key role in engineering the Grand Army of the Republic — and worked to protect the army’s secrets. She cared for clones injured on the battlefield, supervising their rehabilitation even when Separatist attacks threatened her own life as well as the lives of soldiers, and kept the experimental clone called Omega as her medical assistant. But Nala Se had a ruthless side as well. Following the orders of Count Dooku — whom she knew as Lord Tyranus — she sought to conceal knowledge of the bio-chips implanted in the clones to ensure that they obeyed protocols such as Order 66.  After the dawn of the Empire, she was taken prisoner following the destruction of Tipoca City and stationed at the Imperial facility at Mount Tantiss. In her defeat, she was made to serve the Emperor in his quest for control over the cloning process. ;;"{'Appearances': ['Star Wars: The Bad Batch', 'Star Wars: The Clone Wars'], 'Locations': ['Kamino', ""Nala Se's private lab""], 'Gender': ['Female'], 'species': ['Kaminoan'], 'Tool': ['Medical capsules']}";
555;Nambi Ghima;A young Aki-Aki girl, Nambi Ghima greets Rey at the Festival of Ancestors on Pasaana, offering a husk necklace as a gesture of welcome and inviting Rey to share her family history. Such hospitality is a trademark of even the youngest Aki-Aki.;;{'Appearances': ['Star Wars: The Rise of Skywalker (Episode IX)'], 'Locations': ['Pasaana'], 'Gender': ['Female'], 'species': ['Aki-Aki']};
556;Namua;With his short tentacles tucked pertly into a single tail at the nape of his neck, Namua keeps his large black eyes on events unfolding around him on the Colossus. Curious and inquisitive to the point of being invasive, he's never afraid to insert himself in a new situation even when it doesn't involve him.;;{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'species': ['Nautolan']};
557;Nari;A young Jedi at the time of Order 66, Nari is now a fugitive during the dark days of Imperial rule. He must keep his Jedi abilities a secret, to avoid the attention of the dangerous Inquisitors.;;{'Affiliations': ['Jedi Order'], 'Locations': ['Tatooine']};
558;NED-B;A towering loader droid, NED-B isn't programmed with the functionality to speak. Nevertheless, he finds other ways to express himself, and proves himself to be a loyal companion to those he deems worthy.;;{'star wars': ['Droid']};
559;Neeku Vozo;Bright and optimistic, Neeku is a trustworthy and kind-hearted member of the Colossus community. He speaks honestly and takes everyone quite literally, sometimes making what he has to say unintentionally hilarious. But despite his quirks, Neeku's logical way of thinking makes him one of the best mechanics on the platform.;['Kaz', 'Colossus', 'Fireball', 'Flix', 'Orka', 'Chelidae', 'Eila', 'Kel', 'First Order', 'Bibo', 'Colossus', 'Kragan Gorr', 'D’Qar', 'Colossus', 'Castilon', 'the Titan', 'Kaz', 'Colossus', 'Jace Rucklin', 'Tam', 'Kragan Gorr', 'Colossus', 'Captain Doza', 'Jarek Yeager'];{'Appearances': ['Star Wars Resistance'], 'Locations': ['Colossus'], 'Gender': ['Male'], 'species': ['Nikto']};
560;Neepers Panpick;A private investigator based in Canto Bight’s Old City, Neepers Panpick knows more than anyone about what the resort city’s power brokers are up to – and what they want to keep secret. While not a member of Canto Bight’s elite, Panpick dresses well to keep from attracting notice when his job forces him to rub elbows with the super-rich.;;{'Appearances': ['Star Wars: The Last Jedi (Episode VIII)'], 'Locations': ['Canto Bight', 'Canto Casino'], 'Gender': ['Male']};
561;Neeva;Neeva, born on a tranquil outer-rim world, displaced from her home planet by The Empire, and ended up on Nar Shaddaa. When she decides to clean up a little patch of land on her new home planet, she catches the wrong attention of the local crime boss, Boggs Triff.;;{'Locations': ['Batuu', 'Black Spire Outpost']};
562;Nena;Known as Nena to her friends, Nenavakasa Nalor is a survivor. Captured by pirates as a young girl, Nena was sold to the Hutts and worked as a slave for years before bravely making her escape. Now she prefers to work alone and has trouble trusting anyone, but finds a friend and willing listener in her fellow Nikto engineer, Neeku, after she's brought onboard the Colossus. Nena is a cunning engineer, but in other ways she isn't quite what she seems.;;{'Appearances': ['Star Wars Resistance'], 'Gender': ['Female'], 'species': ['Nikto']};
563;Nhego Roolan;It has recently come to light that Nhego Roolan's mysterious past intersected with that of Kada Jahr, and more interestingly, with that of her father Arann. While Arann's death remains a puzzle, some signs point to Nhego and Arran's past partnership in a large smuggling operation. Nhego is a dark and brooding individual, and often hard to track down. His interests lie mostly in personal acquisition of power and credits, but is sometimes found provoking small forces of the Rebel Alliance or the Empire into battle, or attempting to manipulate Kada into joining him.;;{'Gender': ['Male'], 'species': ['Aqualish'], 'Weapons': ['Thermal Detonator']};
564;Nien Nunb;A native of Sullust, Nien Nunb was a smuggler who fought for both the Rebel Alliance and the Resistance during his long career. An expert pilot, he served as Lando Calrissian’s co-pilot aboard the Millennium Falcon during the Battle of Endor, flew an X-wing in the raid on Starkiller Base and survived the First Order’s assault on Crait. He was then killed fighting for freedom at Exegol.;['Sullustan', 'Rebel Alliance', 'Empire', 'Leia', 'Lando Calrissian', 'second Death Star', 'New Republic', 'Leia Organa’s', 'Resistance', 'Starkiller Base', 'Crait', 'Tantive IV', 'Exegol'];{'Appearances': ['Star Wars: Return of the Jedi (Episode VI)', 'Star Wars: The Force Awakens (Episode VII)', 'Star Wars: The Last Jedi (Episode VIII)', 'Star Wars: The Rise of Skywalker (Episode IX)'], 'Affiliations': ['Rebel Alliance', 'The Resistance'], 'Locations': ['Sullust'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.6m '], 'species': ['Sullustan'], 'Vehicles': ['Tantive IV', 'Millennium Falcon', 'Resistance X-Wing', 'Resistance ski speeder']};
565;Nils Tenant;Nils Tenant was a human male who served the Galactic Republic during the Clone Wars, eventually raising to the rank of Rear Admiral in the Navy. His friendship with Wilhuff Tarkin led to his advancement to Admiral in the Imperial Navy after Palpatine declared himself Emperor. Sometime after that, he was chosen as one of the Joint Chiefs of the Imperial Military that served the Empire.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Galactic Empire', 'Galactic Republic'], 'Locations': ['Coruscant'], 'Gender': ['Male'], 'species': ['Human'], 'Vehicles': ['Imperial Star Destroyer']};
566;Ninth Sister;A hulking Dowutin who was trained by theJedi, the Ninth Sister is an imposing anddangerous Inquisitor. Her mastery of theForce is further enhanced by an extraordinaryempathic ability to read minds. While lessagile than other Inquisitors, during combatshe utilizes her massive size, brute strength,and Jedi training to gain any advantage overher opponents.;;{'Affiliations': ['Galactic Empire'], 'Gender': ['Female']};
567;Nix Card;Nix Card was a Muun who served as the Galactic Senate’s representative from the Banking Clan during the Clone Wars. At one point, he worked closely with Count Dooku to manipulate the senate into deregulating the banks by any means necessary, including bombing plots.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['InterGalactic Banking Clan'], 'Locations': ['Coruscant', 'Muunilinst'], 'Gender': ['Male'], 'Dimensions': ['Height: 2.46m '], 'species': ['Muun'], 'Weapons': ['Demolition Droids']};
568;Nix Jerd;The bombardier aboard Resistance bomber Cobalt Hammer, Nix Jerd hails from the Mid Rim world of Lantillies. His bomber flies into the teeth of the First Order’s defenses above D’Qar, targeting a massive Siege Dreadnought. As explosions rattle Cobalt Hammer, Nix keeps a firm grip on the remote trigger that will release the bomber’s payload.;;{'Appearances': ['Star Wars: The Last Jedi (Episode VIII)'], 'Affiliations': ['The Resistance'], 'Gender': ['Male'], 'species': ['Human'], 'Weapons': ['Blaster Pistol'], 'Vehicles': ['Resistance bomber']};
569;Nooa;A young Urodel, spunky, and unafraid to ask the tough questions. She has a sense of curiosity about the galaxy around her. After being identified as Force sensitive, she was brought into the Jedi Order and eventually rose to the rank of Padawan.;;{'Locations': ['Batuu', 'Black Spire Outpost']};
570;Norath;Resistance spy Norath Kev is on a secret mission to gather valuable intel on the First Order, tracking the rising threat through black market activity at Vargo Spaceport on Varkana.;;{'Appearances': ['Star Wars Resistance'], 'Gender': ['Male'], 'species': ['Duros']};
571;Nossor Ri;"The chieftain of the Quarren people on Mon Cala, Nossor Ri was a friend to Mon Calamari King Yos Kolina, despite their clashing viewpoints. He was saddened by the shocking murder of the king, but could not support the rise of Prince Lee-Char, heir to the throne. Nossor believed Lee-Char was too young and inexperienced to lead the planet. Goaded by a Separatist ""adviser,"" Riff Tamson, Nossor Ri called for new leadership, and a chance for a Quarren to hold the throne. The Quarren chieftain would come to regret siding with Tamson and the Separatists.";;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Confederacy of Independent Systems'], 'Locations': ['Mon Cala'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.92m '], 'species': ['Quarren']};
572;Numa;A Twi'lek child who lived on the planet Ryloth during the Clone Wars, Numa escaped being captured by the Separatist droid army by hiding in tunnels beneath the town of Nabat.     Two clone troopers from Ghost Company -- Boil and Waxer -- discovered Numa while on a recon mission. She showed them the tunnels, which Obi-Wan Kenobi then used to free the Twi'lek prisoners and defeat the town's Separatist occupiers.;['Cham Syndulla', 'Quasar Fire-Class Cruiser-Carrier', 'Ghost', 'Gobi', 'Ryloth'];"{'Appearances': ['Star Wars: The Clone Wars', 'Star Wars Rebels'], 'Locations': ['Ryloth'], 'Gender': ['Female'], 'Dimensions': ['Height: 1.0m '], 'species': [""Twi'lek""], 'token': ['Tooka doll']}";
573;Nute Gunray;Neimoidians are known for their business skills, but Nute Gunray, Viceroy of the Trade Federation, was more cutthroat than most. It was Gunray who conspired with the Sith Lord Darth Sidious to launch the blockade and subsequent invasion of Naboo. Once the planet was under siege, Gunray attempted to force Queen Amidala to sign a treaty that would legitimize the occupation. Amidala escaped, and returned to infiltrate her own palace and blast through Gunray's protectors. Arrested by Republic officials, Gunray was carted off to answer for his crimes, but evaded imprisonment and kept his post.;['Trade Federation', 'Darth Sidious', 'Naboo', 'Sith', 'Separatist', 'Amidala', 'Separatist Council', 'General Grievous', 'Republic', 'Anakin Skywalker', 'Mustafar'];{'Appearances': ['Star Wars: The Phantom Menace (Episode I)', 'Star Wars: Attack of the Clones (Episode II)', 'Star Wars: Revenge of the Sith (Episode III)', 'Star Wars: The Clone Wars'], 'Affiliations': ['Trade Federation', 'Confederacy of Independent Systems'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.91m '], 'species': ['Neimoidian'], 'Vehicles': ['Trade Federation Battleship', 'Neimoidian Escort Shuttle']};
574;O-Mer;A Cerean youngling who became a fugitive on the Trandoshan hunters' moon of Wasskah, O-Mer resigned himself to life on the run -- until Ahsoka Tano rallied him and his fellow Jedi to fight back against the cruel hunters.    Using his Jedi skills for something other than hiding and fleeing, O-Mer proved instrumental in the attack on the Trandoshan base, and won his way back to freedom.;;{'Appearances': ['Star Wars: The Clone Wars'], 'Affiliations': ['Jedi Order'], 'Locations': ['Cerea'], 'Gender': ['Male'], 'Dimensions': ['Height: 1.74m '], 'species': ['Cerean']};
